Departure Time,Arrival Time,Departure Airport,Arrival Airport,Flight Type,Duration,Airline,Price,Class Info,Flight URL
01:15,05:40,CMN,FRA,direct,3h 25min,"Lufthansa, Royal Air Maroc",493.0,Economy Light,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.53284.8071b3710ef74c8fb62813a2088c1ed6&h=25698cae999b&sub=F-4782032726244859375E00de06a493f&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
13:45,21:45,CMN,FRA,1 escaleAMS,7h 00min,"KLM, Lufthansa",418.0,"Light, Economy Light",https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.45178.13253f964ebda799faf7679a7974eb14&h=947195dc6f15&sub=F3250986518088716115E0536d5e2956&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
13:45,21:45,CMN,FRA,1 escaleAMS,7h 00min,"KLM, Royal Air Maroc",425.0,Light,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.45934.eda826ddf1425ad7d7aad4f699c58b0e&h=d2efb7ec5fbb&sub=F3250986517772755853E06067bb8ae3&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
11:25,22:20,CMN,FRA,1 escaleLIS,9h 55min,"TAP AIR PORTUGAL, Lufthansa",397.0,"Discount, Economy Light",https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.42908.cb8020ef868c0be65a4f37dd21840e44&h=e557b2436780&sub=F3250986517730112661E0aa8652312b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,21:45,CMN,FRA,1 escaleAMS,7h 00min,"KLM, Air France",427.0,Light,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.46150.42197c5fec80f6e127a0819beaf3c6c2&h=748af2167396&sub=F-4782032723618853075E0591d559751&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
11:25,22:20,CMN,FRA,1 escaleLIS,9h 55min,"TAP AIR PORTUGAL, Royal Air Maroc",405.0,Discount,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.e60g2LFm7BOKtDGeeN0IhQ.43770.abf2edf4e86514b893d544f961262f70&h=ee42283d3a96&sub=F8014465051345590503E090c02f71ec&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
12:25,16:55,CMN,FRA,direct,3h 30min,"Royal Air Maroc, Iberia",490.0,Basic,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.6We7wBYoN-cNUvH8T-y68A.52960.3a982492b277f1fb4fd9bb9e71aac6fc&h=b3f03cf4f3bd&sub=F8592299380224316127E04a5f326ed7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
12:25,16:55,CMN,FRA,direct,3h 30min,"Royal Air Maroc, Air France",497.0,Light,https://www.kayak.fr/book/flight?code=XlHCLBEP8N.hVPlmUai5GwDzQq2dWkU9A.53714.1c3bbbfef25259be7d863c45f8ab7b11&h=d3d2ab6da143&sub=F7281055909104843373E0fd57bd7014&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
11:25,22:20,CMN,FRA,1 escaleLIS,9h 55min,"TAP AIR PORTUGAL, Lufthansa",417.0,"Discount, Economy Light",https://www.kayak.fr/book/flight?code=XlHCLBEP8N.tYUOhBwwtNbTYwQ_VUUUMA.45073.207a9918615a007a569e1b3185e266a5&h=8e6ca8382a55&sub=F-3072896661422328711E066da9fdebd&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
11:25,18:50,CMN,FRA,1 escaleLIS,6h 25min,"TAP AIR PORTUGAL, Lufthansa",505.0,"Discount, Economy Light",https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.54581.cdd92cde24fa8963d0b20951998439ee&h=df20a1db340d&sub=F-4782032723610436161E0aa8652312b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
01:15,05:40,CMN,FRA,direct,3h 25min,"Lufthansa, Iberia",537.0,"Economy Light, Basic",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M15
10:00,19:05,CMN,FRA,1 escaleMAD,8h 05min,"Iberia, Lufthansa",454.0,"Basic, Economy Light",https://www.kayak.fr/book/flight?code=XlHCLBEP8N.Nm_k0mFYnq4.49069.c37ab4d21afb677f9558c39988b391f2&h=27e05a07c457&sub=F3250986516730527755E0cab7850a41&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,Lufthansa,991.0,Economy LighteDreams,https://www.kayak.fr/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=5267337&pid=eDreamsBrandedBrand_FSR_fr_FR&prv=eDreamsBrandedBrand_FSR_fr_FR&srch=XlECIBsT6y&ploc=fr_FR&atype=SponsoredResult&prc=991.00&cpnid=7091703&xpExt=&aidExt=&lid=eDreamsBrandedBrand_FSR_fr_FR-XlECIBsT6y&qorig=Airport:CMN&octid=&qdest=Airport:YYZ&qstart=1714104000000&qend=1714363200000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=11592&qdac=YYZ&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=01vTsbtKLSPvRAoJ4TTJyg%3D%3D&ah=ibF$ijAAlzsgZeszO_Zl7iLAJbJuQko9SWSJM8d4SkY&resid=60fec883ca90524c202e9f0ba322717a&bookid=F-4434127121181959133E06ab3609583&seekProv=EDREAMSAIR&trueProv=EDREAMSAIR&fid=&rank=1&stid=&qadults=1&qchild=0&_sid_=R-5NjQ$GDmoT5__Opi38xHm-HQoDsxhprqqJsr1TXOIbpfav42PRRLcY_YmEUlWKp&btype=DgqbZHoRrmSpOXmNAG7plg%3D%3D&bkey=tEd1LeB84CM%3D&abv=vEvlAK2E3og%3D&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
01:15,17:26,CMN,YYZ,"2 escalesFRA, DTW",21h 11min,"Lufthansa, Air Canada",856.0,"Basic Economy, Standard",https://www.kayak.fr/book/flight?code=XlECIBsT6y.ZpbE3-UY8hoNUvH8T-y68A.92477.888378d69950b2a4d2db0d3615f63edf&h=37d764becee7&sub=F-7151098185743752917E047e9cf9a5a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1002.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108298.3efe47875febf4997be0ecb3b40408e1&h=8c1d83b0b6c2&sub=F4905764210811317287E0ee6892dda6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1006.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108731.96ea15bde86288c10a427039878de349&h=d0e01cad818b&sub=F4905764209795529192E03d58ecc0fc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
01:15,12:25,CMN,YYZ,1 escaleFRA,16h 10min,Air Canada,1001.0,Basic Economy,https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108190.34c8c40e6f1f5e9da2f5302f21f939c6&h=d5db54f12149&sub=F4905764208334459594E039e2349e61&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
01:15,17:26,CMN,YYZ,"2 escalesFRA, DTW",21h 11min,"Lufthansa, Air Canada",856.0,"Basic Economy, Standard",https://www.kayak.fr/book/flight?code=XlECIBsT6y.ZpbE3-UY8hoNUvH8T-y68A.92477.2b017c88d3e39c48be74a769e209c311&h=625a74bd0e57&sub=F-7151098183969871495E047e9cf9a5a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1002.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108298.0ff8f06f74b84ec59cd0d10690bf8bd5&h=63ccf8946012&sub=F4905764208891205442E0ee6892dda6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1006.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108731.6c4e2a3f7faffc913d2068bd73f0e67a&h=800b7b4c2be0&sub=F4905764207933480460E03d58ecc0fc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,Air Canada,1123.0,"Flex, Standard",https://www.kayak.fr/book/flight?code=XlECIBsT6y.jsIZYjH_NnTBDARZyLA7ng.121324.f7ef1a7479a43a1900467fe994abfb70&h=9e5d352fbfef&sub=F2079199303571252209E0dc03353970&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
01:15,12:25,CMN,YYZ,1 escaleFRA,16h 10min,Air Canada,1001.0,Basic Economy,https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108190.c6ba5a082b533645abc8f1ddd3989061&h=27382c53949a&sub=F4905764208334317212E039e2349e61&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1002.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108298.41d997f52ca7a6cd2610666c2ea829b6&h=406df51c434c&sub=F4905764211127978388E0ee6892dda6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
11:25,19:30,CMN,YYZ,"2 escalesLIS, PDL",13h 05min,"Azores Airlines, Air Canada",1380.0,Basic Economy,https://www.kayak.fr/book/flight?code=XlECIBsT6y.Xn8KWCj2yGDPlYb-lPvZjw.149160.edaa2a1a06d63a4bb695e242f0ee8e2f&h=bac691537dac&sub=F-4255805443190645484M0c8bd34bdb9&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1006.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.108731.ab8a49aeca81881a1104a5207da6478b&h=4730c01e7a92&sub=F4905764209729380744E03d58ecc0fc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1094.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.118242.eef31322a833d53431e37c667688c3b6&h=ecbeddaee53a&sub=F4905764208607379257E0ee6892dda6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,Air Canada,1095.0,Basic Economy,https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.118350.52ab06541bbbe0cf2af1e806ee88dcab&h=5645bb590b96&sub=F4905764211454988483E039e2349e61&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18
01:15,11:45,CMN,YYZ,1 escaleFRA,15h 30min,"Lufthansa, Air Canada",1098.0,"Economy Light, Basic Economy",https://www.kayak.fr/book/flight?code=XlECIBsT6y.hVPlmUai5GwDzQq2dWkU9A.118675.5a935a1fbf6138e033c1c8024617cdd4&h=9ee2386bbc92&sub=F4905764210923320203E03d58ecc0fc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M19
00:05,06:50,CMN,IST,direct,4h 45min,"Pegasus Airlines, Transavia France",624.0,Économique,https://www.kayak.fr/book/flight?code=XlGCCQDBty.DUXnJgr4NQt8slrYJHG6xA.67414.81dc024b867a286a89f1541a47b0fa9d&h=5fa53dc1d39e&sub=F2837822067931529252E07fa5d162cd&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1275.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.137743.bf567671e1c94be5212fefcee3c59d7d&h=ce3adfcf3b18&sub=F-2835742845562136738E037b8500cbd&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1275.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.137743.0da001b4177066b20bfb5a7900343248&h=a43306438984&sub=F-2835742841888466914E037b8500cbd&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1180.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.127475.98409266127bcdd0f38fa850ca9140ef&h=3121a754e860&sub=F-2835742844853765600E0a416a4ee45&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1180.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.127475.f9ea0e50f3d4da75bc1a68dfd5d5fc02&h=c02461d6eb8f&sub=F-2835742842775837049E0a416a4ee45&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
18:20,16:05+1,CMN,IST,"2 escalesCDG, AMS",19h 45min,"KLM, Air France",2046.0,Économique,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.221071.6951e527490113e23377023a436d23d3&h=419d84d966b0&sub=F5098636952888438887E044d3117d8b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
18:20,16:05+1,CMN,IST,"2 escalesCDG, AMS",19h 45min,"KLM, Air France",2046.0,Économique,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.221071.93f56dbbc834dd9c3a5637573129e019&h=a4cf80c816c1&sub=F5098636954367051922E044d3117d8b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
18:20,16:05+1,CMN,IST,"2 escalesCDG, AMS",19h 45min,"KLM, Air France",2047.0,Économique,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.221181.3a41ea38a03a132786e2439d400b6b94&h=d093b6d124b5&sub=F5098636951336812593E044d3117d8b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1150.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.124233.4ea4c78f08adff72bbe2a95bcc9021b9&h=fea7a9678383&sub=F-2835742844427970233E0a416a4ee45&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,"KLM, Air France",1150.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.124233.b3435a6cc43e7428af6a86d678831cd0&h=f2cea9fefb33&sub=F-2835742842369917293E0a416a4ee45&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
18:20,16:30+1,CMN,IST,1 escaleCDG,20h 10min,"Air France, KLM",1397.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.150962.d3f19c272fed9a899a3574234b52cad5&h=0d796f3418fd&sub=F-2835742841653932563E0f9c9ad8d96&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,KLM,1394.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.150579.86165a678eae663c22ae2d4518f461bb&h=129b067b0092&sub=F-2835742843774711720E04a55f803a6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,KLM,1394.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.150579.51eb01a045314f13d96ebeb2a3f813ab&h=386a87f1afdd&sub=F-2835742843240355364E04a55f803a6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
18:20,16:30+1,CMN,IST,1 escaleCDG,20h 10min,"Air France, KLM",1571.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.169770.f34c123234dcce0a7009a86e089e4fc5&h=7b9ff6e0ec32&sub=F-2835742842240162727E0f1f1e8a2cc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
18:20,17:10+1,CMN,IST,"2 escalesCDG, AMS",20h 50min,KLM,1568.0,Light,https://www.kayak.fr/book/flight?code=XlGCCQDBty.i8CATpNSsfE.169386.00bfa6ec58e0e8e0601d13421e29ed1b&h=289219863a63&sub=F-2835742842490231408E0a4c168af55&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1944.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.210018.9ecb3ead3ae8cbde413e39c338bbb753&h=e6981114bf96&sub=F1076344175167947184E01219808761&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1827.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.197372.9e83163bd60051edeb053892da69fcd5&h=bc8e6d983702&sub=F1076344175069811149E069918aa896&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,Air France,1837.0,Light,https://www.kayak.fr/book/flight?code=XlGCPjPxMG.scU5lTLQcTc.198514.770fc267c3d93f647792965839665535&h=7563cf08bbf5&sub=F1076344175760004513E069918aa896&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",370.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.39890.29b000025266df61b0aa62d6cff94a95&h=aea281f6e764&sub=F-6717299602550742769E0ac91e94d53&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.d989a1d8e15e96d948f8e0a228fb66a3&h=6da93497ee94&sub=F-6717299606042253175E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",512.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.55238.c108fb8550d56c9fc153c04d8daf131a&h=0e816aa4819e&sub=F-6717299605017753142E0846c556f42&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.6a0f8569b5dc2937f198124a266828f0&h=cf3cfada1c62&sub=F-6717299602265029177E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",422.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.45511.4f58399e0ab6e6bc65c5cf31478c5972&h=3a037c61cc24&sub=F-6717299604896065534E0626ea216d2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,KLM,623.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.67317.3531c152b645a7bf4ff0bb5002a71330&h=dc9ceb1bf0c7&sub=F-6717299603728332238E005426496b7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Air France",392.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.42268.bb7c6b57af2448198455df844e0ee64e&h=caa19e3fca94&sub=F-6717299605473264543E06d6f6d8f14&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",370.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.39890.f27f924ce40421c33f9301de97e5a284&h=43214f865f44&sub=F-6717299605935047578E0ac91e94d53&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.31c70435004a451afaceedd1856b0f52&h=934f7baca90a&sub=F-6717299603716897372E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",512.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.55238.ea879e55c68342a59be829751491e0fb&h=c8f8ecfdf91f&sub=F-6717299604173569405E0846c556f42&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",361.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.38917.244e42696fb4069d1e6c53b0acf6f7fe&h=b38ab336c230&sub=F-6717299603226795314E0fa4519afbe&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",422.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.45511.4008507aa666ab5fae8800e8c4986b85&h=f903b63983cf&sub=F-6717299602747571193E0626ea216d2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,KLM,623.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.67317.0f786f2c422eb75657b364a95e69a9ce&h=110254984c58&sub=F-6717299602690087899E005426496b7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16
13:45,08:35+1,CMN,ZRH,1 escaleAMS,17h 50min,"KLM, Air France",392.0,Light,https://www.kayak.fr/book/flight?code=XlHCAgxVuz.i8CATpNSsfE.42268.3615e6f91effaf89ed4ba36cf5e40260&h=9a98914af049&sub=F-6717299605775215924E06d6f6d8f14&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18
07:30,22:45,CMN,JED,1 escaleCDG,13h 15min,Air France,2497.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.269787.320930c2b01a3d79c2f0f400e93df771&h=024f4609d963&sub=F-3221910195204843699E088fdc596af&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
15:55,11:10+1,CMN,JED,"2 escalesCDG, AUH",17h 15min,Air France,2334.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.252230.4b67bef8250b1ca2f2924752acb2506b&h=134995681c74&sub=F-3221910193821431695E03e6e3b58d4&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
07:30,22:45,CMN,JED,1 escaleCDG,13h 15min,Air France,2061.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.222688.e72d3a85f6dcf041db6cb5d37a0fdb3c&h=d8b69918cc73&sub=F-3221910194287229033E016dbf2b516&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
15:55,11:10+1,CMN,JED,"2 escalesCDG, AUH",17h 15min,Air France,1787.0,Light,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.193134.7741e3ea859db539c595730a4e8d697c&h=2940556b9ac5&sub=F-3221910196987152486E0ad2d3bcce6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
07:30,11:10+1,CMN,JED,"2 escalesCDG, AUH",25h 40min,Air France,2887.0,Standard,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.312002.3994865029d6f5688df954a4146dc9e9&h=d38c9978bc2e&sub=F-3221910195648120903E07637ebf1cf&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
07:30,11:10+1,CMN,JED,"2 escalesCDG, AUH",25h 40min,Air France,2340.0,Light,https://www.kayak.fr/book/flight?code=XlECR_iwE6.scU5lTLQcTc.252906.7fc183698e43d5c84d16c616fe4c34d1&h=7b8e15ebad87&sub=F-3221910195947197981E0f37b33ce3b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",448.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.48412.84082aabc4d4b8319b4a20ea8835436b&h=d87d3274da45&sub=F-8308546207754874307E0135fe09cd2&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
13:45,19:40,CMN,LON,1 escaleAMS,5h 55min,"KLM, Air France",429.0,Light,https://www.kayak.fr/book/flight?code=XlHCDPQINP.i8CATpNSsfE.46358.966524728d0de5dcd77c0f87eca3ae14&h=4830f40c1a2e&sub=F-8308546208435552045E0aeb27bacce&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
