Departure Time,Arrival Time,Departure Airport,Arrival Airport,Flight Type,Duration,Airline,Price €,Class Info,Flight URL
00:20,09:50,CMN,IST,1 escaleTUN,7h 30min,"Nouvelair, Air Arabia Maroc",364.0,ÉconomiqueeDreams,https://www.kayak.fr/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=5267337&pid=eDreamsBrandedBrand_FSR_fr_FR&prv=eDreamsBrandedBrand_FSR_fr_FR&srch=XlFiCPyHqq&ploc=fr_FR&atype=SponsoredResult&prc=364.00&cpnid=7091703&xpExt=&aidExt=&lid=eDreamsBrandedBrand_FSR_fr_FR-XlFiCPyHqq&qorig=Airport:CMN&octid=&qdest=Airport:IST&qstart=1714104000000&qend=1714363200000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=3430&qdac=IST&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=01vTsbtKLSPvRAoJ4TTJyg%3D%3D&ah=m02zFQW155vW_MFnJRS8AReDviB1GObTQ6iDODzwknE&resid=317b5acde5b7d943046df9dc19439e69&bookid=F-3548549111062107606E0eaca02c604&seekProv=EDREAMSAIR&trueProv=EDREAMSAIR&fid=&rank=1&stid=&qadults=1&qchild=0&_sid_=R-5zlPAeFX615CYLhsjrW3w-RHLYd_SRlFbtd0JppUJoHvBVu4DUAb3EEfadizaaD&btype=DgqbZHoRrmSpOXmNAG7plg%3D%3D&bkey=tEd1LeB84CM%3D&abv=vEvlAK2E3og%3D&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
18:00,00:40+1,CMN,IST,direct,4h 40min,Air Arabia Maroc,400.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.43232.3538f0931fb65951a69d24e57935fbc4&h=2d7b276eab0a&sub=F-3548549108675102647E0c11470ff6b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
00:20,09:50,CMN,IST,1 escaleTUN,7h 30min,"Nouvelair, Air Arabia Maroc",364.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.39341.317b5acde5b7d943046df9dc19439e69&h=3596f6e24133&sub=F-3548549111062107606E0eaca02c604&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
00:05,06:50,CMN,IST,direct,4h 45min,"Pegasus Airlines, Air Arabia Maroc",437.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.47231.827921f655eb60b08af96fd11c3646c4&h=32b9a39a1f69&sub=F-3548549111792779825E0c11470ff6b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
16:45,23:25,CMN,IST,direct,4h 40min,Turkish Airlines,,EcoFly,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.Sb-OdK9m08HBDARZyLA7ng.50956.7c5992dc2cefa72b5849b18be007cf3c&h=a849a0b43d79&sub=F2866203141270486673E047460347f6&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
16:45,23:25,CMN,IST,direct,4h 40min,"Turkish Airlines, Air Arabia Maroc",490.0,"EcoFly, Économique",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M6
02:00,11:25,CMN,IST,1 escaleTUN,7h 25min,"Tunisair, Air Arabia Maroc",,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.40638.a0e77706d215c22a4e8d1b0007f05259&h=0296bc43ed26&sub=F-3548549112386575308E0eaca02c604&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
16:45,23:25,CMN,IST,direct,4h 40min,"Royal Air Maroc, Air Arabia Maroc",,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M8
00:05,06:50,CMN,IST,direct,4h 45min,"Pegasus Airlines, Royal Air Maroc",569.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.61499.70cd89d3e7ddaf32d8ff250b91e91745&h=4554a0235161&sub=F6325398967178268593E0c11470ff6b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
00:05,06:50,CMN,IST,direct,4h 45min,"Pegasus Airlines, Turkish Airlines",574.0,EcoFly,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.62039.a06c8e22dace36829410509fe195139e&h=11a854c27a26&sub=F-3548549110691946434E062eb393939&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
18:00,00:40+1,CMN,IST,direct,4h 40min,"Air Arabia Maroc, Royal Air Maroc",590.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.63769.14d05c354eec71c71ec38d277d87e473&h=58186043aa92&sub=F-3548549111874603739E0c11470ff6b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
09:50,16:40,CMN,IST,direct,4h 50min,"Royal Air Maroc, Air Arabia Maroc",604.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.hVPlmUai5GwDzQq2dWkU9A.65280.9e56bacdccb9f8af82aca019db0ba061&h=3b416c5a9755&sub=F1134320965965169738E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
09:50,16:40,CMN,IST,direct,4h 50min,Royal Air Maroc,632.0,Économique,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.hVPlmUai5GwDzQq2dWkU9A.68306.c0203808e63b93be81458ae2a91cbf9c&h=5bbb39be6a4c&sub=F1134320966743316504E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
18:00,00:40+1,CMN,IST,direct,4h 40min,"Air Arabia Maroc, Turkish Airlines",595.0,EcoFly,https://www.kayak.fr/book/flight?code=XlFiCPyHqq.6We7wBYoN-cNUvH8T-y68A.64309.cd09b89f470e30ef0f6f1041f6a25e43&h=98e2d75ae04c&sub=F-3548549108669851617E062eb393939&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
16:45,23:25,CMN,IST,direct,4h 40min,"Turkish Airlines, Royal Air Maroc",624.0,"EcoFly, Économique",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M15
16:45,23:25,CMN,IST,direct,4h 40min,Royal Air Maroc,652.0,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M16
09:25,19:05,CMN,ABJ,1 escaleDSS,10h 40min,"Air Senegal, Royal Air Maroc",,ÉconomiqueeDreams,https://www.kayak.fr/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=5267337&pid=eDreamsBrandedBrand_FSR_fr_FR&prv=eDreamsBrandedBrand_FSR_fr_FR&srch=XlGCJA6ul4&ploc=fr_FR&atype=SponsoredResult&prc=713.00&cpnid=7091703&xpExt=&aidExt=&lid=eDreamsBrandedBrand_FSR_fr_FR-XlGCJA6ul4&qorig=Airport:CMN&octid=&qdest=Airport:ABJ&qstart=1714104000000&qend=1714363200000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=14418&qdac=ABJ&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=01vTsbtKLSPvRAoJ4TTJyg%3D%3D&ah=$zkvZesZWmjEd5x5cUaDTyCQmAaW8yKPQZIjKzeQsP0&resid=b80a4b586e937c19f4fb1de19115522c&bookid=F875248639141752716E0eaca02c604&seekProv=EDREAMSAIR&trueProv=EDREAMSAIR&fid=&rank=1&stid=&qadults=1&qchild=0&_sid_=R-5zlPAeFX615CYLhsjrW3w-RHLYd_SRlFbtd0JppUJoHvBVu4DUAb3EEfadizaaD&btype=DgqbZHoRrmSpOXmNAG7plg%3D%3D&bkey=tEd1LeB84CM%3D&abv=vEvlAK2E3og%3D&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
09:25,19:05,CMN,ABJ,1 escaleDSS,10h 40min,Air Senegal,529.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.57173.af850915cfc69bf8e348fcc8f8b58497&h=8b2fb25009ba&sub=F-1751869020919399138E02766f12b05&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
23:45,03:10+1,CMN,ABJ,direct,4h 25min,Royal Air Maroc,908.0,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M2
23:45,03:10+1,CMN,ABJ,direct,4h 25min,Royal Air Maroc,910.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.98354.1d7776056d638328f0af7e97feb64333&h=f3c4aa6f4d0f&sub=F-1751869018896489319E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
09:25,19:05,CMN,ABJ,1 escaleDSS,10h 40min,"Air Senegal, Royal Air Maroc",703.0,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M5
09:25,19:05,CMN,ABJ,1 escaleDSS,10h 40min,"Air Senegal, Royal Air Maroc",709.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.76629.85f411bfb33fbe73574ed532c9e7362c&h=3db3f1c1ae2f&sub=F-1751869018946049342E0823957c633&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
23:45,03:10+1,CMN,ABJ,direct,4h 25min,"Royal Air Maroc, Air Senegal",761.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.82249.66dce8893ff7e144bd71b1a1e11270ed&h=607faac78461&sub=F-1751869021391742156E0823957c633&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
23:45,03:10+1,CMN,ABJ,direct,4h 25min,"Royal Air Maroc, Turkish Airlines",970.0,EcoFly,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.104840.14569e155d5133c15429ed1233b5b346&h=2f6eba087b0d&sub=F-1751869021545842067E0f857248366&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
09:25,19:05,CMN,ABJ,1 escaleDSS,10h 40min,"Air Senegal, Royal Air Maroc",844.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.mgYptEKS7RsDzQq2dWkU9A.91226.ff3289ad44612db91b6977c7b35fe87b&h=6b9fefc0369f&sub=F-7439090192809033505E04b76b4d508&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
23:45,03:10+1,CMN,ABJ,direct,4h 25min,"Royal Air Maroc, Air Senegal",1058.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.mgYptEKS7RsDzQq2dWkU9A.114357.f550a0898e89a550053a04a1bcb8d7e7&h=b72e07506b3a&sub=F-7439090189598278052E0f0eec2b208&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
23:45,03:10+1,CMN,ABJ,direct,4h 25min,"Royal Air Maroc, Air Peace",1052.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.mgYptEKS7RsDzQq2dWkU9A.113708.443747129be5b74aca226df6e6da5431&h=ead39e9210ed&sub=F-7439090193339658338E0f0eec2b208&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
09:25,19:10,CMN,ABJ,1 escaleDSS,10h 45min,Plusieurs compagnies,1091.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.MYf-feaT15w.117923.760b51f2ea0c861b368a2b5fd445c1fc&h=f128f963700c&sub=F5141295045338663772E06f05191a2a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
09:25,19:10,CMN,ABJ,1 escaleDSS,10h 45min,Plusieurs compagnies,1461.0,Mixte,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.hVPlmUai5GwDzQq2dWkU9A.157910.46b15cc6ce0a6d13a596c201064eb6c4&h=6c8496ed2791&sub=F-5385752034110879101M0823957c633&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,"Air France, Royal Air Maroc",1729.0,"Light, Économique",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M15
07:30,18:35,CMN,ABJ,1 escaleCDG,12h 05min,"Air France, Royal Air Maroc",,Light,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.6We7wBYoN-cNUvH8T-y68A.188393.1fc33d26bdf1e13baa6db3ec5b18a1be&h=b97ad1753d82&sub=F875248643256797573E003110436f0&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M16
23:45,03:10+1,CMN,ABJ,direct,4h 25min,"Royal Air Maroc, Air Côte d’Ivoire",1674.0,Économique,https://www.kayak.fr/book/flight?code=XlGCJA6ul4.MYf-feaT15w.180938.1d720e1af2b0a94b6da9517f19f1c637&h=1a5a18d8e337&sub=F5141295046416611556E06f05191a2a&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17
11:25,22:30,CMN,ZRH,1 escaleLIS,10h 05min,TAP AIR PORTUGAL,236.0,DiscounteDreams,https://www.kayak.fr/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=5267337&pid=eDreamsBrandedBrand_FSR_fr_FR&prv=eDreamsBrandedBrand_FSR_fr_FR&srch=XlGCA-prkB&ploc=fr_FR&atype=SponsoredResult&prc=236.00&cpnid=7091703&xpExt=&aidExt=&lid=eDreamsBrandedBrand_FSR_fr_FR-XlGCA-prkB&qorig=Airport:CMN&octid=&qdest=Airport:ZRH&qstart=1714104000000&qend=1714363200000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=16623&qdac=ZRH&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=01vTsbtKLSPvRAoJ4TTJyg%3D%3D&ah=SQITAHMi8xi43$j3jTS7Q1j0oi0z9dOPGvPPZ2$ryJw&resid=a8c486badbf5c4ddff02d0f1d87e4c16&bookid=F-9049003102218943533E0d8e41504ac&seekProv=EDREAMSAIR&trueProv=EDREAMSAIR&fid=&rank=1&stid=&qadults=1&qchild=0&_sid_=R-5zlPAeFX615CYLhsjrW3w-RHLYd_SRlFbtd0JppUJoHvBVu4DUAb3EEfadizaaD&btype=DgqbZHoRrmSpOXmNAG7plg%3D%3D&bkey=tEd1LeB84CM%3D&abv=vEvlAK2E3og%3D&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
11:25,22:30,CMN,ZRH,1 escaleLIS,10h 05min,TAP AIR PORTUGAL,234.0,Discount,https://www.kayak.fr/book/flight?code=XlGCA-prkB.18wgSzIaLAlgpzrTH2pViLaYAeeTFjgE.25287.a8c486badbf5c4ddff02d0f1d87e4c16&h=412bd37c830d&sub=F-8962092492561649904E056d1f1051b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, TAP AIR PORTUGAL",271.0,"Light, Discount",https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.29289.bdfa648311e5860ecfa2510854b31dcd&h=986b7b5d14b7&sub=F-9049003102490368123E08882703568&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M2
01:15,07:35,CMN,ZRH,1 escaleFRA,5h 20min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.4e4a922eb60184084cc4b33206cd5c38&h=024fab22c478&sub=F-762151731920912624E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
01:15,07:35,CMN,ZRH,1 escaleFRA,5h 20min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.3e572587c5cc50ec79053c232485a584&h=5c6624779a4e&sub=F-9049003099491126704E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
01:15,08:45,CMN,ZRH,1 escaleFRA,6h 30min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.195dfe9360c6197d3e9cac3b24177d4f&h=908e9b4cee02&sub=F-9049003101353003754E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Lufthansa",316.0,"Light, Economy Light",https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34153.b61f833f9bb995308932b3bc15620b6c&h=20020d91471d&sub=F-9049003099797239279E022df3aff35&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
01:15,07:35,CMN,ZRH,1 escaleFRA,5h 20min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.04e5fb9b775391d060db6b36159b73be&h=622963db9a4b&sub=F-9049003102331913804E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M8
01:15,08:45,CMN,ZRH,1 escaleFRA,6h 30min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.f4ae9b56a60176d1c62aae638f7683c8&h=48ab6413e6a3&sub=F-9049003102486718525E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M9
01:15,09:45,CMN,ZRH,1 escaleFRA,7h 30min,Lufthansa,324.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.35017.37397e36e7d86658232b05254445c3e2&h=4e3406e736d2&sub=F-9049003102671630643E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Lufthansa",316.0,"Light, Economy Light",https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34153.edec882159a83b9c1027ece3b3acc771&h=a584d420e015&sub=F-9049003102706223119E022df3aff35&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M11
01:15,09:45,CMN,ZRH,1 escaleFRA,7h 30min,Lufthansa,324.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.35017.1b38b45c99caca214467659a86b9cd79&h=1b2e89ebbaec&sub=F-9049003100963858623E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M12
11:25,22:30,CMN,ZRH,1 escaleLIS,10h 05min,"TAP AIR PORTUGAL, Lufthansa",307.0,"Discount, Economy Light",https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.33180.7a4c5b2f4740db26f857004be743c281&h=047d18465609&sub=F-9049003102795647618E0ed10f2572b&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
01:15,08:45,CMN,ZRH,1 escaleFRA,6h 30min,Lufthansa,323.0,Economy Light,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.34909.64143516a62a7f400005ca6112a268f8&h=61275c7d537d&sub=F-9049003099429721292E08d36614a98&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M14
13:45,22:25,CMN,ZRH,1 escaleAMS,7h 40min,"KLM, Iberia",338.0,"Light, Basic",https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.36531.5da4e789c308ffc1161292cc6a51d239&h=2e3c220ee706&sub=F-762151732331130791E071e75a27d7&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
12:45,18:55,CMN,ZRH,1 escaleMAD,5h 10min,Iberia,489.0,Basic,https://www.kayak.fr/book/flight?code=XlGCA-prkB.6We7wBYoN-cNUvH8T-y68A.52852.31093c6f6a4d99ca5b3a9e793a863ff1&h=513d406b3033&sub=F-9049003101079956760E0dba78aea99&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17
13:30,02:40+1,CMN,JED,1 escaleCAI,11h 10min,"Egypt Air, Turkish Airlines",675.0,"Meilleur achat, EcoFlyeDreams",https://www.kayak.fr/s/clickthrough.jsp?ctyp=SponsoredResultAdBooking&ptyp=F&orig=F..RP..M1&plid=5267337&pid=eDreamsBrandedBrand_FSR_fr_FR&prv=eDreamsBrandedBrand_FSR_fr_FR&srch=XlECPTiBl1&ploc=fr_FR&atype=SponsoredResult&prc=675.00&cpnid=7091703&xpExt=&aidExt=&lid=eDreamsBrandedBrand_FSR_fr_FR-XlECPTiBl1&qorig=Airport:CMN&octid=&qdest=Airport:JED&qstart=1714104000000&qend=1714363200000&qtravelers=1&qrooms=0&qow=false&qfcc=e&qdctid=17976&qdac=JED&qshour=-1&qehour=-1&qns=false&qnearby=0&qnearbyo=false&qnearbyd=false&pj=01vTsbtKLSPvRAoJ4TTJyg%3D%3D&ah=sNizSvyzsLmk3gjOjaENsYPU0HvLlG9houbvh_ioIQ8&resid=d4d9f633343077a07525e4e0932c665d&bookid=F-6407137943774666885E0dcb76b4c95&seekProv=EDREAMSAIR&trueProv=EDREAMSAIR&fid=&rank=1&stid=&qadults=1&qchild=0&_sid_=R-5zlPAeFX615CYLhsjrW3w-RHLYd_SRlFbtd0JppUJoHvBVu4DUAb3EEfadizaaD&btype=DgqbZHoRrmSpOXmNAG7plg%3D%3D&bkey=tEd1LeB84CM%3D&abv=vEvlAK2E3og%3D&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M0
13:30,02:40+1,CMN,JED,1 escaleCAI,11h 10min,"Egypt Air, Turkish Airlines",665.0,"Meilleur achat, EcoFly",https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.71873.d4d9f633343077a07525e4e0932c665d&h=cb6ba655a531&sub=F5515297358285943031E0e3aae57101&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M1
07:35,15:45,CMN,JED,direct,6h 10min,"SAUDIA, Turkish Airlines",796.0,"Économique, EcoFly",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M2
07:35,15:45,CMN,JED,direct,6h 10min,SAUDIA,1176.0,Économique,https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.127105.4ccf9da29f34570933023be9a75cbc66&h=ff0c72c1794d&sub=F-6736218917978484176E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M4
07:35,15:45,CMN,JED,direct,6h 10min,SAUDIA,1176.0,Économique,https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.127105.dd9161fa32af753d5aef453385586100&h=3091b3e432ee&sub=F-6736218916095533229E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M5
14:50,23:00,CMN,JED,direct,6h 10min,SAUDIA,1248.0,Économique,https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.134888.f52be3eed877ff3a6b5fbae4717e2191&h=9f532a297470&sub=F3619549418565940069E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M6
14:50,23:00,CMN,JED,direct,6h 10min,SAUDIA,1248.0,Économique,https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.134888.f03acdc61f05df334d56f7888208995e&h=724e4c21742d&sub=F3619549416966161846E0aa3568e92c&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M7
14:50,23:00,CMN,JED,direct,6h 10min,"SAUDIA, Turkish Airlines",935.0,"Économique, EcoFly",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M8
07:35,15:45,CMN,JED,direct,6h 10min,"SAUDIA, Royal Air Maroc",1268.0,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M9
13:30,02:40+1,CMN,JED,1 escaleCAI,11h 10min,Egypt Air,821.0,Meilleur achat,https://www.kayak.fr/book/flight?code=XlECPTiBl1.tYUOhBwwtNbTYwQ_VUUUMA.88740.c19f1d8fc0a605f10cc00d44dd240916&h=f8ee4664b25d&sub=F9131733436514604412E02ee8605c90&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M10
07:35,15:45,CMN,JED,direct,6h 10min,"SAUDIA, Royal Air Maroc",960.0,Économique,https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M12
02:40,13:10,CMN,JED,direct,8h 30min,Royal Air Maroc,1365.0,Économique,https://www.kayak.fr/book/flight?code=XlECPTiBl1.MYf-feaT15w.147539.239a49ae5534f9565870aae8e7a1e33f&h=1f09f0d9c1c4&sub=F5203962975967384244E077068be2fc&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M13
07:35,15:45,CMN,JED,direct,6h 10min,Plusieurs compagnies,987.0,"Économique, EcoFly",https://www.kayak.frjavascript:void(0)&pageOrigin=F..RP.FE.M14
13:30,02:40+1,CMN,JED,1 escaleCAI,11h 10min,Plusieurs compagnies,848.0,"Meilleur achat, EcoFly",https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.91653.9e86b0cb941813292c4a96ce43c4dedb&h=6fbbe2c3255d&sub=F-3061581315341925328E0eafa8b9090&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M15
07:35,15:45,CMN,JED,direct,6h 10min,"SAUDIA, Qatar Airways",1033.0,Economy Classic,https://www.kayak.fr/book/flight?code=XlECPTiBl1.HceeID8kIYIMlOqRgOKZ7A.111649.5a0cfb6a81258d9ee67361eb36021d77&h=ff9b769c37ee&sub=F1264567026197654025E0de740e8e89&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M17
07:35,15:45,CMN,JED,direct,6h 10min,"SAUDIA, Qatar Airways",973.0,Economy Classic,https://www.kayak.fr/book/flight?code=XlECPTiBl1.hVPlmUai5GwDzQq2dWkU9A.105164.2b16427cdd772c67fb8ba585d2dca65e&h=a2296ea94191&sub=F-6736218918006624176E081a05f3e70&payment=0.00:EUR:VA_D:Visa%20Debit:true&pageOrigin=F..RP.FE.M18
